ID_INMUEBLE,ID _ESTADO,ESTADO,INSTITUCIÓN_A_CARGO_DEL_INMUEBLE,DENOMINACIÓN_INMUEBLE,TIPO_VIALIDAD,NOMBRE_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE,OPERACION_ORIGEN,VALOR_CATASTRAL,TITULO_PROPIEDAD
68,13,Hidalgo,Oficialía Mayor,Parcela 124 del Ejido Acopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,408876.55,"Escritura Pública número 3752, Volumen 78, Folio 15539 de fecha 26 de junio de 2017,ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
69,13,Hidalgo,Oficialía Mayor,Parcela 125 del Ejido Acopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,1145622.05,"Escritura Pública número 3757, Volumen 78, folio 3757 de fecha 26 de junio de 2017, ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
70,13,Hidalgo,Oficialía Mayor,Parcela 126 del Ejido Acopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,512395.35,"Escritura Pública número 3753, Volumen 78, Folio 15,547 de fecha 26 de junio de 2017,ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
71,13,Hidalgo,Oficialía Mayor,Parcela 127 del Ejido Acopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,765406.03,"Escritura Pública número 3755, Volumen 78, folio 15563 de fecha 26 de junio de 2017, ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
72,13,Hidalgo,Oficialía Mayor,Parcela 128 del Ejido Aopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,985532.18,"Escritura Pública número 3747, Volumen 78, Folio 15497 de fecha 26 de junio de 2017.,ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
73,13,Hidalgo,Oficialía Mayor,Parcela 129 del Ejido Acopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,1104030.92,"Escritura Pública número 3754 Volumen 78, Folio 15,555 de fecha 26 de junio de 2017., ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
74,13,Hidalgo,Oficialía Mayor,Parcela 130 del Ejido Acopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,72028.04,"Escritura Pública número 3758 Volumen 78, Folio 15587 de fecha 26 de junio de 2017., ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
75,13,Hidalgo,Oficialía Mayor,"Parcela 131, Ejido Acopinalco",Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,929386.86,"Escritura Pública número 3761, Volumen 79, Folio 15,601 de fecha 26 de junio de 2017., ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
76,13,Hidalgo,Oficialía Mayor,"Parcela 132, Z 6 P1/2 del Ejido Acopinalco",Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,284598.87,"Escritura Pública número 3756, Volumen 78, Folio 15,571 de fecha 26 de junio de 2017, Ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
77,13,Hidalgo,Oficialía Mayor,"Parcela 133, Ejido de Acopinalco",Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43920,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,280840.1,"Escritura Pública número 3748, volumen 78, Folio 15,506 de fecha 26 de junio de 2017., ante la Notaría número 11, municipio de Tulancingo de Bravo, Hidalgo."
78,13,Hidalgo,Oficialía Mayor,Parcela 31 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,1173561.47,"Escritura Pública número 3888, volumen 82 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
79,13,Hidalgo,Oficialía Mayor,Parcela 32 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,1604712.21,"Escritura Pública número 3889, volumen 82 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
80,13,Hidalgo,Oficialía Mayor,Parcela 33 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,1740564.94,"Escritura Pública número 3958, volumen 84 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
81,13,Hidalgo,Oficialía Mayor,Parcela 29 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,825513.52,"Escritura Pública número 3887, volumen 82 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
82,13,Hidalgo,Oficialía Mayor,Parcela 30 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,1053167.55,"Escritura Pública número 3971, volumen 84 de fecha 22 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
83,13,Hidalgo,Oficialía Mayor,Parcela 27 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,240500.99,"Escritura Pública número 3886, volumen 82 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
84,13,Hidalgo,Oficialía Mayor,Parcela 28 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,495301.49,"Escritura Pública número 3959, volumen 84 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
85,13,Hidalgo,Oficialía Mayor,Parcela 43 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,2342629.95,"Escritura Pública número 3908, volumen 82 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
86,13,Hidalgo,Oficialía Mayor,Parcela 44 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,1470506.46,"Escritura Pública número 3890, volumen 82 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
87,13,Hidalgo,Oficialía Mayor,Parcela 45 Z1 P 1/2 Ejido Tepetates,Carretera,Ejido Tepetates,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,2092169.93,"Escritura Pública número 3891, volumen 82 de fecha 07 de septiembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
88,13,Hidalgo,Oficialía Mayor,Parcela 93 Z1 P 1/2 Ejido Acopinalco,Carretera,Ejido Acopinalco,sin número,sin número,Ejido,0002,Apan,08,Apan,43970,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,895953.3,"Escritura Pública número 4147, volumen 88 de fecha 19 de diciembre de 2017 ante la Notaría Pública número 11 de Tulancingo de Bravo, Hidalgo."
89,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Los Ángeles,Calle,Circuito Girasoles,sin número,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana,Terreno,5 áreas verdes y canchas de usos múltiples,Donación a favor de Gobierno del Estado de Hidalgo,25889.31,"Escritura Pública número 323, Volúmen 5to. de fecha 16 de octubre de 1968, Notaría Pública número 1 de Tula de Allende, Hidalgo."
90,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Los Atlantes B34,Calle,Chimalman,sin número,sin número,Barrio,0006,Atitalaquia,10,Atitalaquia,42970,Urbana,Terreno,Vivero Municipal,Donación a favor de Gobierno del Estado de Hidalgo,417191.12,"Escritura Pública número 3613, Volúmen 52 de fecha 16 de diciembre del 1987, ante la Notaría Pública número 1 de Mixquiahuala de Juárez, Hidalgo."
91,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Chesterton,Calle,Principal La Bolsa,sin número,sin número,Pueblo,0001,Atitalaquia,10,Atitalaquia,42970,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,23528.33,"Escritura Pública número 7645, Volúmen 88 de fecha 31 de mayo de 1988, ante la Notaría Pública número 1 de Tula de Allende, Hidalgo."
92,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Villas de Atitalaquia,Carretera,Manzanillo,sin número,sin número,Barrio,0001,Atitalaquia,10,Atitalaquia,42970,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,86295.33,"Escritura Pública número 9706, Volúmen 276, 32 juego, Fojas número 231 de fecha 8 de diciembre de 1997, ante la Notaría Pública número 5 de Tepeji del Río, Hidalgo."
93,13,Hidalgo,Oficialía Mayor,Lotes en Fracciónamiento Villas de Atitalaquia,Calle,"Puerto Ángel Manzana 3, Lotes 69 al 73",sin número,sin número,Unidad habitacional,0001,Atitalaquia,10,Atitalaquia,42970,Urbana,Terreno,Baldío,Procedimiento de Ejecución Fiscal,178889.76,"Escritura Pública número 4209, Volúmen 65 de fecha 15 de octubre de 2002, ante la Notaría Pública número 3 de Tulancingo, Hidalgo."
94,13,Hidalgo,Oficialía Mayor,Predio Urbano Los Arcos,Calle,Uno,sin número,sin número,Unidad habitacional,0001,Atotoilco El Grande,12,Atotonilco El Grande,43300,Urbana,Edificación,Escuela Secundaria General número 2 Atotonilli,Compra no genera póliza solo se registra la alta,470226980.2,"Escritura Pública número 19,991, Volúmen 401 de fecha 31 de marzo de 2010, ante la fe del Lic. delia Bibiana Tejeda Cruz Notario adscrito a la Notaría Pública número 2 de Atotonilco El Grande Hidalgo."
95,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Praderas del Potrero,Circuito,Rayo Velóz y Tajo de Nochistongo,sin número,sin número,Unidad habitacional,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Edificación,Jardín de Niños Francisco I. Madero.,Donación a favor de Gobierno del Estado de Hidalgo,113910379.4,"Escritura Pública número 10524, Volúmen 294 34 de fecha 26 de febrero de 1999, ante la fe del Lic. José de Valle Alvarado del Patrimonio Inmueble Federal Titular de la Notaría Pública número 5 de Tepeji del Río, Hidalgo."
96,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Sharon,Carretera,Tajo de Nochistongo,sin número,sin número,Unidad habitacional,0001,Atotonilco de Tula,13,Atotonilco de Tula,42994,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,48218.73,
97,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Sendero del Pedregal,Calle,Domicilio conocido,sin número,sin número,Unidad habitacional,0001,Atotonilco de Tula,13,Atotonilco de Tula,42994,Urbana,Terreno,"Jardín de Niños Bertha Von Glumer Leyva, Escuela Primaria Senderos del Pedregal, Planta de Ósmosis inversa para tratamiento de agua, tanque cisterna de agua potable y pozo de agua potable, cancha de usos Múltiples.",Donación a favor de Gobierno del Estado de Hidalgo,2276787.93,"Escritura Pública número 21353, Libro 877, Folios 7359-7363  de Fecha 20 de Abril de 2012, ante la Notaría Pública número 6 de Pachuca de Soto, Hidalgo.2.- Escritura Pública número 21825, Libro 890, Folios 9820-9824 de fecha 08 de febrero de 2013, ante la  Notaría Pública número 6 de Pachuca de Soto, Hidalgo."
98,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento Paseos de La Pradera,Calle,Domicilio conocido,sin número,sin número,Unidad habitacional,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Terreno,"Primaria Lázaro Cárdenas,  Secundaria Técnica número 65",Donación a favor de Gobierno del Estado de Hidalgo,5279400.52,"1.-Escritura Pública número 21,351, Libro 877, Folios 7347-7352 de Fecha 20 de Abril de 2012, Notaría Pública número 6 de Pachuca de Soto, Hidalgo.2.- Escritura Pública número 21,824, Libro 890, Folios 9815-9819 de Fecha 08 de Febrero de 2013, Notaría Pública número 6 de Pachuca de Soto, Hidalgo.3.- Escritura Pública número 17656, vol 916  de fecha 19 de agosto de 2013,ante  la Notaría Pública número 6 de Pachuca de Soto, Hidalgo."
99,13,Hidalgo,Oficialía Mayor,Áreas en Fracciónamiento La Toscana,Calle,Domicilio conocido,sin número,sin número,Unidad habitacional,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Terreno,Planta de Tratamiento de Aguas Residuales,Donación a favor de Gobierno del Estado de Hidalgo,1118810.4,"Escritura Pública número 17655, Volúmen 916 de fecha 19 de agosto de 2013, ante la  Notaría Pública número 14 de Pachuca de Soto, Hidalgo."
100,13,Hidalgo,Oficialía Mayor,Área 1-A del Fracciónamiento La Toscana ,Calle,Domicilio conocido,1-A,sin número,Fraccionamiento,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,1430167.6,"Escritura Pública número 32529, Volúmen 2481 de fecha 28 de septiembre de 2018, ante la  Notaría Pública número 5 deTizayuca, Hidalgo."
101,13,Hidalgo,Oficialía Mayor,Área 2-A del Fracciónamiento La Toscana ,Calle,Domicilio conocido,2-A,sin número,Fraccionamiento,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,834651.6,"Escritura Pública número 32529, Volúmen 2481 de fecha 28 de septiembre de 2018, ante la  Notaría Pública número 5 deTizayuca, Hidalgo."
102,13,Hidalgo,Oficialía Mayor,Área 4-A del Fracciónamiento La Toscana ,Calle,Domicilio conocido,4-A,sin número,Fraccionamiento,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,941380.8,"Escritura Pública número 32529, Volúmen 2481 de fecha 28 de septiembre de 2018, ante la  Notaría Pública número 5 deTizayuca, Hidalgo."
103,13,Hidalgo,Oficialía Mayor,Área 5-A del Fracciónamiento La Toscana ,Calle,Domicilio conocido,5-A,sin número,Fraccionamiento,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,322000,"Escritura Pública número 32529, Volúmen 2481 de fecha 28 de septiembre de 2018, ante la  Notaría Pública número 5 deTizayuca, Hidalgo."
104,13,Hidalgo,Oficialía Mayor,Área 8-A del Fracciónamiento La Toscana ,Calle,Domicilio conocido,8-A,sin número,Fraccionamiento,0001,Atotonilco de Tula,13,Atotonilco de Tula,42995,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,497784.4,"Escritura Pública número 32529, Volúmen 2481 de fecha 28 de septiembre de 2018, ante la  Notaría Pública número 5 deTizayuca, Hidalgo."
105,13,Hidalgo,Oficialía Mayor,Predio Urbano El Boxfi,Calle,Jacarandas esquina Calle Xoyatla,sin número,sin número,Barrio,0001,Atotonilco de Tula,13,Atotonilco de Tula,42985,Urbana,Terreno,Centro de Asistencia Infantil Comunitario,Procedimiento de Ejecución Fiscal,117619.94,"Escritura Pública número 15667, Volúmen 247 de fecha 02 de octubre de 1997, ante la Notaría Pública número 4 de Tula de Allende, Hidalgo."
106,13,Hidalgo,Oficialía Mayor,Predio La Cañada,Carretera,Domicilio conocido,sin número,sin número,Ejido,0005,Atotonilco de Tula,13,Atotonilco de Tula,42988,Rústica,Edificación,Obras complementarias del sistema de drenaje profundo.,Expropiación,58409718.04,Decreto de Expropiación de la Secretaría de la Reforma Agraria de fecha 10 de diciembre de 2004.
107,13,Hidalgo,Oficialía Mayor,Predio Casa Y Solar,Calle,López Mateos,sin número,sin número,Colonia,0005,Atotonilco de Tula,14,Calnali,43230,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,162991.37,"Escritura Pública número 2667, Volúmen 67 de fecha 21 de septiembre de 2000, Notaría Pública número 12 de Pachuca de Soto."
108,13,Hidalgo,Oficialía Mayor,Predio Rústico Almequexpa,Calle,Domicilio conocido,sin número,sin número,Pueblo,0010,Papatlatla,14,Calnali,43240,Rústica,Terreno,Baldío,Compra no genera póliza solo se registra la alta,44724.69,Contrato privado de Compra Venta de fecha 11 de mayo de 2000.
109,13,Hidalgo,Oficialía Mayor,Finca Urbana Cardonal,Calle,Benito Juárez y Rojo Gómez,sin número,sin número,Pueblo,0010,Cardonal,15,Cardonal,42970,Rústica,Edificación,Casa Habitación,Compra no genera póliza solo se registra la alta,11543.03,"1.- Escritura Pública No 2, Volúmen 2 de fecha 10 de noviembre de 1958, ante la fe del Lic. Vicente Jonguitud Moctesuma, Notaría Público número 9 de Ixmiquilpan.2.- Escritura Pública 3383, Volúmen 42 de fecha 27 julio 1991, ante el Lic. Raúl Durán Morteno, Notario 2 de Huejutla de Reyes."
110,13,Hidalgo,Oficialía Mayor,Una fracción del Predio Urbano Sin Nombre,Carretera,Guadalupe,sin número,sin número,Barrio,0001,Guadalupe,17,Chapantongo,42900,Urbana,Terreno,Baldío,Donación a favor de Gobierno del Estado de Hidalgo,9663,"Escritura Pública número 106641 de fecha 31 de agosto de 2018, ante la Notaría Pública número 4 de Tula de Allende, Hidalgo."
111,13,Hidalgo,Oficialía Mayor,Predio La Fortuna,Calle,localidad La Loma,sin número,sin número,Pueblo,0001,Chapulhuacán,18,Chapulhuacán,42280,Rústica,Terreno,"ISSSTE No se ha construido, terreno enmontado.",Compra no genera póliza solo se registra la alta,3004992.9,"Escritura Pública número 59495 de fecha 9 de septiembre de 2015, ante el Lic. Jaime Isauro Galindo Moreno ante la Notaría Pública número 1 de Zimapan, Hidalgo."
112,13,Hidalgo,Oficialía Mayor,Predio Rústico La Joya,Carretera,Carretera Chapulhuacán-La Loma,sin número,sin número,Ranchería,0001,La Loma,18,Chapulhuacán,42280,Rústica,Terreno,"Casas habitación, Asentamientos Humanos.",Compra no genera póliza solo se registra la alta,1938668.68,"Escritura Pública número 5111, Volumen 96 de fecha 13 de octubre del 2003. ante la Notaría Pública número  52 de Tenango de Doria, Hidalgo."
